SPECIES,LISTSPE
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
ADENOALL,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
DENENNE,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
LUZLUZI,BX_AT
PETPARA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
LUZLUZI,BX_AT
SENSUBA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
BETOALO,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
KNADIPS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
KNADIPS,BX_AT
ADENOALL,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
HYPMAMA,BX_AT
KNADIPS,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERER,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
MOEMUSC,BX_AT
SALAPPE,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
PULKERN,BX_AT
PULKERN,BX_AT
VALMONT,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALWALL,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
MELMECA,BX_AT
PEUAUST,BX_AT
VALWALL,BX_AT
VALWALL,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
PHYORBI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CARBRAC,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
MOEMUSC,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
SYMPHTUB,BX_AT
VALSAXA,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBIBI,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
HYPPEPE,BX_AT
LONALPI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLCHAM,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
ASTBELL,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
VALSAXA,BX_AT
VALSAXA,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BETOALO,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CAMCESP,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
PHYORBI,BX_AT
SALAPPE,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUONYVER,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
POLCHAM,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HYPPEPE,BX_AT
HYPPEPE,BX_AT
HYPPEPE,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
AQUATRA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERER,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
HYPMAMA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
ROSPEND,BX_AT
ROSPEND,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
GENASCL,BX_AT
KNADIPS,BX_AT
VALSAXA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
POLCHAM,BX_AT
VALTRTR,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
MELMECA,BX_AT
MELMECA,BX_AT
VALTRTR,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
SORAUST,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CARUMBR,BX_AT
CARUMBR,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HERAUAU,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
VALWALL,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CARHUMI,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
LONALPI,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
BETOALO,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
MELMECA,BX_AT
MOEMUSC,BX_AT
RHOHIRS,BX_AT
SALAPPE,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ASTBELL,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
BUPHSALI,BX_AT
CAMCESP,BX_AT
CAMCESP,BX_AT
CAMCESP,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HIEBIFI,BX_AT
HIEBIFI,BX_AT
HIEBIFI,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
KNADIPS,BX_AT
LEOINCA,BX_AT
POLY AM,BX_AT
POLAMBR,BX_AT
POLCHAM,BX_AT
POLCHAM,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
RHOHIRS,BX_AT
VALMONT,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
RUBHIRT,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
GENASCL,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
LUZLUZI,BX_AT
SENSUBA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
GALLUCI,BX_AT
HYPMAMA,BX_AT
HYPPEPE,BX_AT
HYPPEPE,BX_AT
LINARALP,BX_AT
LUZLUZI,BX_AT
POLY AM,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
DENENNE,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
MOEMUSC,BX_AT
MOEMUSC,BX_AT
SENSUBA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
RUBHIRT,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARUMBR,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
GENASCL,BX_AT
HERAUAU,BX_AT
HYPMAMA,BX_AT
KNADIPS,BX_AT
LUZLUZI,BX_AT
VALMONT,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
VALTRTR,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARDEDE,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
SORAUST,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARBRAC,BX_AT
CARBRAC,BX_AT
CARBRAC,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
LUZLUZI,BX_AT
MOEMUSC,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
CARTRIF,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
POLCHAM,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
AQUATRA,BX_AT
AQUATRA,BX_AT
BUPHSALI,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
DENENNE,BX_AT
DENENNE,BX_AT
EUPH AMY,BX_AT
EUPH AMY,BX_AT
GALLUCI,BX_AT
GALLUCI,BX_AT
HYPMAMA,BX_AT
HYPMAMA,BX_AT
RUBHIRT,BX_AT
ADENOGLA,BX_AT
ADENOGLA,BX_AT
AQUATRA,BX_AT
ASTBELL,BX_AT
CARTRIF,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CARALBA,BX_AT
CIRERIS,BX_AT
CIRERIS,BX_AT
CYCPURP,BX_AT
CYCPURP,BX_AT
